Exp;Job;O1;02;03;04;05;O6;07;08;09;010;O11;012;013;014;015;O16;017;018;019;020;PROC;SETUP
342;J1;10;6;6;6;0;2;5;6;8;1;5;0;0;0;0;4;0;0;7;0;3;48
342;J2;0;0;0;4;8;0;0;0;0;0;0;0;9;4;0;0;6;10;5;5;6;27
342;J3;0;0;0;0;3;2;0;0;0;0;0;5;4;9;0;0;4;1;0;0;7;47
342;J4;3;7;8;10;6;0;0;0;0;0;7;0;0;0;4;0;0;0;5;2;1;3
342;J5;0;0;0;0;1;2;3;0;0;5;9;7;6;5;8;0;0;2;0;8;1;24
342;J6;1;3;2;4;5;2;6;10;1;4;0;0;0;0;0;1;3;2;4;5;10;46
342;J7;7;8;5;0;1;0;0;0;0;0;0;4;3;0;0;7;8;5;0;1;3;4
342;J8;2;0;4;1;5;0;0;0;5;4;0;0;0;0;0;2;0;4;1;5;4;45
342;J9;6;0;0;0;0;2;0;0;1;8;10;8;10;8;9;6;0;0;0;0;4;49
342;J10;4;0;7;1;5;0;0;0;0;0;0;0;5;4;3;4;0;7;1;5;6;1

